ID,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,churn
32694,2.59,5,,1,Astapor,19/4/2014,iPhone,13/1/2014,0,0,FALSE,0,1
32695,14.73,5,5,1,Astapor,21/5/2014,Android,1/11/2014,0,0,TRUE,100,1
32696,1.69,4.7,5,1,King's Landing,6/8/2014,Android,30/1/2014,0,1,FALSE,66.7,0
32697,7.93,5,5,1,Winterfell,25/6/2014,iPhone,19/1/2014,0,0,TRUE,55.6,0
32698,9.5,5,5,1.08,Winterfell,4/3/2014,Android,25/1/2014,33.3,2,TRUE,66.7,1
32699,4.24,5,4,1,Winterfell,6/7/2014,Android,24/1/2014,0,0,FALSE,60,0
32700,8.2,4.5,5,1,King's Landing,6/4/2014,iPhone,22/1/2014,0,0,TRUE,50,1
32701,9.19,4.9,5,1.07,King's Landing,26/6/2014,iPhone,28/1/2014,10.5,8,TRUE,94.7,0
32702,0.82,2.5,5,1,Winterfell,23/3/2014,iPhone,24/1/2014,0,1,FALSE,50,1
32703,2.95,5,4.3,1,Astapor,2/8/2014,iPhone,14/1/2014,0,6,FALSE,66.7,0
32704,3.19,4.7,4.8,1.04,Winterfell,29/6/2014,iPhone,1/9/2014,8.6,8,TRUE,54.3,0
32705,15.15,5,5,1,Winterfell,1/6/2014,iPhone,1/6/2014,0,1,FALSE,100,0
32706,3.21,5,,1,Winterfell,5/8/2014,iPhone,1/7/2014,0,0,FALSE,100,0
32707,3.26,4.7,4.3,1,Astapor,5/5/2014,iPhone,1/11/2014,0,1,TRUE,16.7,1
32708,3.89,5,5,1,Winterfell,5/10/2014,iPhone,28/1/2014,0,0,FALSE,50,0
32709,7.92,4,4,1,Winterfell,29/5/2014,Android,28/1/2014,0,0,FALSE,75,1
32710,5.3,4.8,4.4,1.21,Astapor,3/6/2014,iPhone,1/11/2014,16.7,0,FALSE,100,0
32711,2.44,5,3.7,1,Winterfell,2/2/2014,Android,30/1/2014,0,3,TRUE,33.3,1
32712,0.77,5,5,1.08,Winterfell,3/2/2014,Android,23/1/2014,33.3,0,TRUE,66.7,1
32713,9.99,4.5,5,1,Winterfell,15/2/2014,iPhone,27/1/2014,0,2,TRUE,50,1
32714,3.26,4.7,4.6,1.03,Winterfell,27/6/2014,Android,1/8/2014,5.6,10,FALSE,69.4,0
32715,10.01,5,4,1,Winterfell,16/5/2014,iPhone,22/1/2014,0,0,FALSE,100,1
32716,1.41,5,5,1,Astapor,23/3/2014,Android,23/1/2014,0,0,TRUE,0,1
32717,3.53,4.8,4.7,1.1,Astapor,30/6/2014,iPhone,27/1/2014,13,2,FALSE,60.9,0
32718,5.95,5,5,1,King's Landing,25/6/2014,iPhone,15/1/2014,0,1,FALSE,50,0
32719,2.49,4.5,4.8,1,Winterfell,26/6/2014,iPhone,13/1/2014,0,5,TRUE,100,0
32720,2.3,5,4.5,1,Winterfell,6/11/2014,iPhone,1/11/2014,0,1,TRUE,50,0
32721,5.12,4.5,3.6,1,Winterfell,20/6/2014,iPhone,1/6/2014,0,3,TRUE,100,0
32722,10.21,5,4.3,1.08,Winterfell,14/6/2014,iPhone,28/1/2014,33.3,0,FALSE,66.7,0
32723,3.46,4.9,4.9,1.06,Winterfell,5/6/2014,iPhone,1/8/2014,12.5,5,FALSE,37.5,0
32724,7.93,5,5,1,Winterfell,28/5/2014,iPhone,27/1/2014,0,2,TRUE,80,1
32725,1.21,4.5,5,1.63,Winterfell,1/11/2014,Android,1/10/2014,50,2,TRUE,50,0
32726,1.76,4.7,4.6,1,Astapor,30/5/2014,iPhone,16/1/2014,0,7,TRUE,71.7,1
32727,5.33,5,4.3,1,King's Landing,1/5/2014,iPhone,1/3/2014,0,3,TRUE,33.3,1
32728,21.91,5,4,1,Winterfell,1/12/2014,iPhone,1/11/2014,0,1,TRUE,0,0
32729,13.89,4,,1,Winterfell,21/6/2014,iPhone,1/11/2014,0,1,TRUE,0,0
32730,11.62,5,5,1,Astapor,23/1/2014,iPhone,23/1/2014,0,1,FALSE,100,1
32731,1.61,4,,1,Winterfell,3/6/2014,Android,18/1/2014,0,0,TRUE,100,0
32732,2.77,4.9,5,1.04,King's Landing,7/1/2014,iPhone,1/11/2014,13.5,12,TRUE,67.6,1
32733,2.88,4.8,5,1,Winterfell,29/1/2014,iPhone,20/1/2014,0,4,FALSE,75,1
32734,9.18,4.6,4,1,Winterfell,15/3/2014,iPhone,23/1/2014,0,16,TRUE,67.7,1
32735,7.91,5,4.5,1,Astapor,17/5/2014,iPhone,20/1/2014,0,0,FALSE,50,1
32736,13.69,5,5,1,King's Landing,19/1/2014,Android,19/1/2014,0,1,FALSE,0,1
32737,13.64,3,5,1,Winterfell,16/1/2014,Android,16/1/2014,0,1,FALSE,100,1
32738,2.57,4.5,4.9,1.13,Winterfell,29/6/2014,Android,25/1/2014,10,4,FALSE,25,0
32739,4.05,5,5,1,Winterfell,3/1/2014,Android,1/12/2014,0,0,TRUE,0,1
32740,7.46,4,5,1,Astapor,15/6/2014,iPhone,1/10/2014,0,2,FALSE,0,0
32741,6.25,4.7,4.9,1.08,King's Landing,29/6/2014,iPhone,19/1/2014,10,15,FALSE,70,0
32742,11.33,5,5,1,Astapor,3/6/2014,iPhone,1/8/2014,0,1,FALSE,100,0
32743,6.71,4,5,1,Winterfell,17/1/2014,Android,17/1/2014,0,1,FALSE,100,1
32744,10.85,4.9,5,1.05,Winterfell,23/6/2014,iPhone,26/1/2014,14.3,3,TRUE,78.6,0
32745,9.16,5,,1,Astapor,1/11/2014,Android,1/6/2014,0,1,FALSE,0,0
32746,10.28,5,,1,Winterfell,23/2/2014,iPhone,18/1/2014,0,1,TRUE,50,1
32747,2.54,5,4,1,Astapor,24/4/2014,iPhone,1/10/2014,0,0,TRUE,100,1
32748,2.16,5,,1,Astapor,4/9/2014,iPhone,27/1/2014,0,0,FALSE,100,0
32749,1.72,4.5,5,1.63,Winterfell,21/1/2014,Android,20/1/2014,50,2,FALSE,100,1
32750,15.98,5,5,1,King's Landing,23/6/2014,iPhone,19/1/2014,0,0,TRUE,100,0
32751,1.64,4.7,4.4,1,Winterfell,14/2/2014,iPhone,29/1/2014,0,12,TRUE,100,1
32752,15,5,5,1,King's Landing,28/1/2014,iPhone,27/1/2014,0,2,FALSE,100,1
32753,4.82,4.9,4.3,1.04,Winterfell,29/6/2014,iPhone,24/1/2014,2.7,5,TRUE,48.6,0
32754,3.02,4.5,4.9,1.13,Astapor,23/6/2014,iPhone,26/1/2014,14.3,1,FALSE,100,0
32755,3.23,4,,1,Astapor,4/10/2014,iPhone,30/1/2014,0,0,TRUE,100,0
32756,5.93,4.8,5,1.05,Astapor,16/5/2014,Android,1/6/2014,9.1,0,TRUE,36.4,1
32757,27.56,5,,1,Winterfell,31/1/2014,iPhone,31/1/2014,0,1,TRUE,100,1
32758,1.77,4,3,1,Winterfell,3/4/2014,Android,31/1/2014,0,1,FALSE,100,1
32759,4.99,5,4.5,1.36,Astapor,26/4/2014,iPhone,13/1/2014,22.2,2,FALSE,77.8,1
32760,1.45,5,4,1,King's Landing,26/1/2014,iPhone,1/10/2014,0,1,TRUE,0,1
32761,2.73,5,5,1.38,Winterfell,30/3/2014,iPhone,24/1/2014,25,2,TRUE,75,1
32762,12.73,5,5,1,Winterfell,4/11/2014,iPhone,19/1/2014,0,1,FALSE,100,0
32763,10.13,4.5,4,1,King's Landing,13/4/2014,iPhone,18/1/2014,0,0,TRUE,75,1
32764,13.89,5,5,1,King's Landing,1/11/2014,iPhone,1/10/2014,0,1,FALSE,100,0
32765,1.03,5,5,1.13,Astapor,2/2/2014,Android,29/1/2014,50,2,FALSE,0,1
32766,2.58,4.4,4.8,1.02,Winterfell,29/6/2014,iPhone,22/1/2014,10,3,FALSE,35,0
32767,5.79,5,3,1,Astapor,16/3/2014,iPhone,18/1/2014,0,0,FALSE,0,1
32768,5.84,5,3.7,1,Astapor,24/4/2014,iPhone,1/11/2014,0,1,FALSE,33.3,1
32769,1.58,5,5,1,King's Landing,17/6/2014,iPhone,28/1/2014,0,2,FALSE,100,0
32770,2.36,4.6,5,1,King's Landing,6/6/2014,Android,24/1/2014,0,0,TRUE,100,0
32771,3.07,4.5,5,1.56,Astapor,4/4/2014,iPhone,13/1/2014,50,2,FALSE,50,1
32772,8.52,3.7,5,1,Astapor,3/8/2014,Android,16/1/2014,0,1,FALSE,66.7,0
32773,1.79,4.5,4.5,1,Winterfell,1/10/2014,Android,1/9/2014,0,2,FALSE,100,0
32774,3.29,5,,1,Astapor,15/5/2014,iPhone,24/1/2014,0,0,FALSE,100,1
32775,3.69,4.8,5,1.09,King's Landing,28/6/2014,iPhone,1/9/2014,14.3,1,TRUE,78.6,0
32776,3.73,5,,1,King's Landing,14/6/2014,iPhone,18/1/2014,0,1,FALSE,0,0
32777,1.48,4.5,5,1,King's Landing,27/6/2014,iPhone,23/1/2014,0,0,FALSE,100,0
32778,9.96,5,4.8,1,Winterfell,5/10/2014,Android,1/6/2014,0,4,TRUE,90.9,0
32779,0.82,5,5,1,Astapor,29/1/2014,iPhone,29/1/2014,0,1,TRUE,100,1
32780,4.59,5,,1,Winterfell,28/3/2014,iPhone,1/1/2014,0,0,FALSE,100,1
32781,3.06,1,5,1,Astapor,4/5/2014,Android,28/1/2014,0,1,FALSE,50,1
32782,4.03,5,,1,Winterfell,5/9/2014,iPhone,19/1/2014,0,0,FALSE,100,0
32783,2.37,5,5,1.5,Winterfell,16/2/2014,Android,19/1/2014,50,2,FALSE,50,1
32784,1.78,1,,2,King's Landing,27/2/2014,Android,1/11/2014,100,0,TRUE,100,1
32785,11.34,5,4,1,Astapor,2/1/2014,Android,31/1/2014,0,1,FALSE,100,1
32786,13.55,5,5,1,Winterfell,5/2/2014,iPhone,21/1/2014,0,0,FALSE,100,1
32787,13.82,5,5,1,Winterfell,17/4/2014,iPhone,21/1/2014,0,0,TRUE,100,1
32788,3.83,4.5,4.5,1,Winterfell,3/4/2014,,19/1/2014,0,2,TRUE,100,1
32789,7.01,5,4,1,Winterfell,1/6/2014,iPhone,1/6/2014,0,1,FALSE,100,0
32790,17.6,5,,1,Winterfell,27/5/2014,iPhone,1/11/2014,0,0,FALSE,100,1
32791,2.55,4.4,4.8,1.18,Winterfell,28/6/2014,Android,1/10/2014,16.7,5,TRUE,22.2,0
32792,4.19,4.7,4.9,1.02,Winterfell,23/6/2014,iPhone,1/7/2014,4.1,3,FALSE,60.3,0
32793,3.4,4.3,3.3,1.32,Astapor,2/9/2014,Android,24/1/2014,57.1,7,FALSE,57.1,0
32794,2.03,3.7,4.7,1,Astapor,3/1/2014,iPhone,1/2/2014,0,0,TRUE,66.7,1
32795,1.13,5,,1,Astapor,6/7/2014,iPhone,30/1/2014,0,0,FALSE,0,0
32796,1.31,5,,1.5,Winterfell,19/4/2014,iPhone,1/6/2014,100,0,FALSE,100,1
32797,14.28,5,4,1,Winterfell,18/6/2014,iPhone,31/1/2014,0,0,FALSE,100,0
32798,6.78,5,4.5,1,Astapor,4/7/2014,iPhone,26/1/2014,0,0,FALSE,100,0
32799,3.39,4.7,4,1,Winterfell,4/10/2014,iPhone,1/6/2014,0,3,FALSE,100,0
32800,2.6,5,5,1,Winterfell,17/1/2014,iPhone,13/1/2014,0,4,TRUE,100,1
32801,5.65,4.6,4,1,Winterfell,29/5/2014,iPhone,1/1/2014,0,1,FALSE,80,1
32802,2.36,4.6,5,1,Astapor,17/6/2014,iPhone,31/1/2014,0,0,TRUE,100,0
32803,7.53,5,5,1,Astapor,16/1/2014,iPhone,1/12/2014,0,2,FALSE,50,1
32804,15.17,5,5,1.75,Astapor,1/9/2014,Android,1/2/2014,100,1,FALSE,100,0
32805,4.89,5,,1,King's Landing,6/6/2014,Android,26/1/2014,0,1,FALSE,100,0
32806,3.34,5,3.9,1,Winterfell,29/6/2014,iPhone,1/6/2014,0,3,TRUE,36.4,0
32807,2.77,4.7,4,1,Winterfell,22/3/2014,iPhone,22/1/2014,0,2,FALSE,0,1
32808,1.26,4,5,1,Winterfell,30/5/2014,iPhone,15/1/2014,0,2,FALSE,100,1
32809,3.44,3.3,5,1,Winterfell,16/3/2014,iPhone,1/5/2014,0,3,FALSE,0,1
32810,9.35,5,5,1,King's Landing,20/1/2014,Android,16/1/2014,0,1,FALSE,100,1
32811,3.2,5,1,1,Astapor,1/12/2014,Android,1/12/2014,0,1,FALSE,0,0
32812,8.31,5,2,1,Astapor,20/6/2014,iPhone,1/11/2014,0,0,FALSE,50,0
32813,0.88,5,,1,Winterfell,19/1/2014,Android,18/1/2014,0,1,TRUE,0,1
32814,3.47,5,,1,Astapor,26/1/2014,iPhone,26/1/2014,0,1,TRUE,0,1
32815,4.51,4.6,5,1,Winterfell,13/3/2014,Android,1/4/2014,0,3,FALSE,75,1
32816,2.43,4.9,4.6,1.09,Astapor,6/9/2014,iPhone,26/1/2014,12.5,21,FALSE,75,0
32817,4.28,4.6,4.3,1.09,Astapor,25/4/2014,iPhone,18/1/2014,18.2,1,TRUE,72.7,1
32818,3.56,4.6,3.6,1,Winterfell,29/6/2014,iPhone,1/5/2014,0,2,FALSE,68.4,0
32819,2.28,4.8,4.8,1,Astapor,22/6/2014,iPhone,1/1/2014,0,5,TRUE,66.7,0
32820,3.94,4.6,4.3,1,Astapor,5/9/2014,Android,29/1/2014,0,1,TRUE,100,0
32821,9.73,5,5,1.13,Winterfell,6/9/2014,Android,31/1/2014,50,0,TRUE,0,0
32822,2.28,3,5,1,Winterfell,26/5/2014,Android,1/1/2014,0,0,FALSE,100,1
32823,7.14,4.8,3.5,1,Winterfell,6/4/2014,iPhone,1/11/2014,0,0,FALSE,100,1
32824,3.71,4.9,5,1.07,Winterfell,21/6/2014,iPhone,1/7/2014,5.9,2,TRUE,70.6,0
32825,10.14,5,,1,Winterfell,2/5/2014,Android,31/1/2014,0,1,TRUE,100,1
32826,5.13,5,,1,Winterfell,1/6/2014,iPhone,1/6/2014,0,1,FALSE,100,0
32827,2.3,4.6,4.9,1.04,Winterfell,29/6/2014,iPhone,1/6/2014,5.7,6,FALSE,48.6,0
32828,2.77,4.7,4.9,1.02,Winterfell,19/6/2014,Android,1/4/2014,0.5,27,TRUE,78.8,0
32829,0.5,3,4,1,Winterfell,23/6/2014,iPhone,26/1/2014,0,0,TRUE,50,0
32830,2.2,5,4,1,Astapor,2/7/2014,iPhone,21/1/2014,0,1,FALSE,100,0
32831,4.43,5,1,1.75,Winterfell,27/2/2014,iPhone,29/1/2014,50,2,TRUE,100,1
32832,4.09,5,5,1,Winterfell,5/10/2014,iPhone,1/7/2014,0,0,FALSE,50,0
32833,14.54,5,5,1,Astapor,27/1/2014,iPhone,27/1/2014,0,1,FALSE,100,1
32834,11.35,5,3,1,Winterfell,1/11/2014,iPhone,1/11/2014,0,1,FALSE,0,0
32835,6.9,4.5,5,1,Winterfell,27/6/2014,iPhone,1/7/2014,0,1,TRUE,100,0
32836,4.71,5,4,1,Astapor,16/2/2014,iPhone,18/1/2014,0,1,TRUE,0,1
32837,2.16,5,5,1,Winterfell,5/8/2014,Android,31/1/2014,0,3,FALSE,100,0
32838,1.83,5,4.8,1.18,King's Landing,21/6/2014,iPhone,18/1/2014,25,4,TRUE,38.9,0
32839,4.35,4.9,5,1.21,King's Landing,13/6/2014,iPhone,1/10/2014,25,0,FALSE,91.7,0
32840,3.76,4.9,4.7,1.03,Winterfell,27/6/2014,iPhone,23/1/2014,6.6,20,TRUE,55.7,0
32841,4.3,4.9,5,1.22,King's Landing,15/6/2014,iPhone,17/1/2014,11.1,3,FALSE,22.2,0
32842,2.18,5,5,1,King's Landing,23/6/2014,iPhone,1/5/2014,0,0,FALSE,57.1,0
32843,2.25,5,5,1,King's Landing,14/6/2014,iPhone,18/1/2014,0,0,TRUE,100,0
32844,8.48,5,5,1.75,Winterfell,4/6/2014,iPhone,1/12/2014,100,0,FALSE,0,0
32845,3.14,4.9,4.9,1,Astapor,1/9/2014,iPhone,1/2/2014,0,11,FALSE,63.6,0
32846,4.66,5,5,1,Astapor,26/3/2014,iPhone,24/1/2014,0,0,FALSE,100,1
32847,2.86,4.6,4.9,1.08,Winterfell,26/6/2014,Android,25/1/2014,9,19,TRUE,55.1,0
32848,21.27,5,5,1,King's Landing,6/8/2014,Android,1/1/2014,0,1,FALSE,16.7,0
32849,4.71,5,,1,Winterfell,14/3/2014,iPhone,1/2/2014,0,0,FALSE,100,1
32850,8.8,5,5,1,Astapor,2/1/2014,Android,31/1/2014,0,1,FALSE,100,1
32851,13.62,5,,1,King's Landing,1/8/2014,iPhone,1/5/2014,0,1,FALSE,100,0
32852,14.9,5,4.7,1,King's Landing,30/1/2014,iPhone,1/5/2014,0,3,FALSE,100,1
32853,0.85,4.5,,1,Astapor,5/1/2014,iPhone,16/1/2014,0,1,FALSE,50,1
32854,3.6,5,5,1.67,King's Landing,21/1/2014,Android,19/1/2014,33.3,3,FALSE,66.7,1
32855,2.02,5,5,1,Winterfell,18/1/2014,iPhone,17/1/2014,0,1,FALSE,0,1
32856,1.66,,5,1.58,Astapor,30/3/2014,iPhone,28/1/2014,66.7,0,FALSE,0,1
32857,5.13,5,5,1,Astapor,4/12/2014,iPhone,30/1/2014,0,2,FALSE,33.3,0
32858,6.15,5,,1,Winterfell,5/2/2014,iPhone,22/1/2014,0,0,TRUE,100,1
32859,1.46,4.8,4,1.63,Astapor,16/2/2014,Android,31/1/2014,50,6,FALSE,33.3,1
32860,11.22,4.9,4.6,1.16,King's Landing,22/6/2014,iPhone,18/1/2014,23.3,12,TRUE,40,0
32861,2.88,4.7,5,1,Astapor,15/1/2014,iPhone,14/1/2014,0,3,TRUE,100,1
32862,18.06,5,,1,Astapor,28/1/2014,Android,28/1/2014,0,1,TRUE,100,1
32863,5.38,5,4.3,1,Astapor,1/8/2014,iPhone,1/6/2014,0,3,TRUE,100,0
32864,2.33,5,5,1.1,King's Landing,29/6/2014,iPhone,18/1/2014,25,2,FALSE,41.7,0
32865,4.13,4.9,4,1.02,Winterfell,27/6/2014,iPhone,1/4/2014,7.7,3,FALSE,46.2,0
32866,3.44,5,5,1,King's Landing,19/1/2014,iPhone,17/1/2014,0,2,TRUE,0,1
32867,23.86,5,5,1,Astapor,20/1/2014,iPhone,20/1/2014,0,1,TRUE,100,1
32868,2.79,5,4.9,1.03,King's Landing,6/8/2014,iPhone,13/1/2014,11.1,5,FALSE,66.7,0
32869,5.31,5,,1,Winterfell,26/6/2014,iPhone,19/1/2014,0,0,FALSE,100,0
32870,2.94,4.5,5,1,Astapor,25/3/2014,iPhone,19/1/2014,0,0,FALSE,100,1
32871,3.77,4.5,,1,Winterfell,6/7/2014,iPhone,25/1/2014,0,1,FALSE,0,0
32872,8.54,4.9,4.9,1.14,King's Landing,24/6/2014,iPhone,20/1/2014,7.1,0,FALSE,100,0
32873,3.34,4.6,3.9,1.11,King's Landing,6/7/2014,iPhone,1/10/2014,18.2,2,TRUE,90.9,0
32874,3.62,5,3,1,King's Landing,2/1/2014,Android,17/1/2014,0,3,FALSE,33.3,1
32875,5.33,5,5,1,Astapor,24/6/2014,iPhone,17/1/2014,0,1,TRUE,50,0
32876,8.47,5,5,1,Winterfell,21/1/2014,iPhone,20/1/2014,0,1,FALSE,100,1
32877,5.7,5,5,1,Winterfell,22/1/2014,iPhone,20/1/2014,0,3,FALSE,100,1
32878,2.55,4.7,4.8,1,Astapor,6/10/2014,iPhone,21/1/2014,0,3,FALSE,100,0
32879,1.11,5,5,1,King's Landing,21/6/2014,Android,19/1/2014,0,2,TRUE,50,0
32880,1.46,4.6,5,1.06,Astapor,18/6/2014,iPhone,21/1/2014,8.3,2,TRUE,50,0
32881,8.78,4.5,3,1.25,Astapor,17/5/2014,Android,18/1/2014,25,0,FALSE,75,1
32882,2.65,5,,1.5,King's Landing,13/4/2014,Android,19/1/2014,100,0,FALSE,0,1
32883,3.59,4,5,1,Winterfell,2/6/2014,Android,1/8/2014,0,2,TRUE,100,0
32884,5.67,4.8,4.7,1,Astapor,24/6/2014,iPhone,1/4/2014,0,1,TRUE,76.9,0
32885,8.81,5,,1,King's Landing,6/11/2014,iPhone,1/11/2014,0,1,TRUE,66.7,0
32886,1.62,4,4.3,1.25,King's Landing,25/2/2014,Android,25/1/2014,25,2,FALSE,50,1
32887,2.55,4.8,5,1.02,Astapor,6/2/2014,Android,22/1/2014,2.6,6,FALSE,78.9,1
32888,7.47,4.8,5,1.01,Winterfell,27/6/2014,iPhone,18/1/2014,5.9,5,TRUE,11.8,0
32889,8.48,4.9,4.4,1.01,Winterfell,26/6/2014,iPhone,20/1/2014,5.6,2,TRUE,55.6,0
32890,3.28,5,,1,King's Landing,26/3/2014,iPhone,23/1/2014,0,0,FALSE,100,1
32891,1.29,5,5,1,Astapor,17/5/2014,iPhone,1/5/2014,0,0,FALSE,50,1
32892,2,5,5,1,Winterfell,18/5/2014,iPhone,31/1/2014,0,0,FALSE,0,1
32893,4.22,5,5,1,King's Landing,6/7/2014,Android,13/1/2014,0,0,TRUE,68.8,0
32894,4.99,5,5,1,Winterfell,6/11/2014,iPhone,15/1/2014,0,2,FALSE,50,0
32895,3.38,4.8,5,1.44,Astapor,17/5/2014,iPhone,17/1/2014,50,3,TRUE,0,1
32896,3.36,4.8,4.5,1.01,King's Landing,27/6/2014,iPhone,1/12/2014,5.9,3,FALSE,47.1,0
32897,5.25,5,5,1.13,Astapor,25/5/2014,iPhone,15/1/2014,25,3,FALSE,50,1
32898,6.67,4.9,4.8,1.09,Winterfell,29/6/2014,iPhone,1/10/2014,13,5,FALSE,39.1,0
32899,1.94,4,5,1,Winterfell,16/2/2014,iPhone,22/1/2014,0,1,FALSE,0,1
32900,3.81,4.8,4.9,1.2,King's Landing,27/6/2014,iPhone,18/1/2014,28.9,15,TRUE,57.9,0
32901,8.5,5,5,1,Winterfell,1/5/2014,Android,1/4/2014,0,2,FALSE,0,1
32902,3.71,4.7,4.8,1.01,Winterfell,30/5/2014,Android,1/7/2014,5.3,0,TRUE,84.2,1
32903,8.1,5,5,1,Winterfell,15/3/2014,Android,1/8/2014,0,0,TRUE,0,1
32904,5.14,5,5,1,Astapor,24/5/2014,Android,26/1/2014,0,1,FALSE,40,1
32905,2.01,5,5,1,Winterfell,17/6/2014,iPhone,26/1/2014,0,1,TRUE,50,0
32906,1.55,5,4,1,Astapor,27/1/2014,iPhone,24/1/2014,0,1,TRUE,0,1
32907,11.84,4.5,5,1,Winterfell,1/9/2014,Android,1/6/2014,0,2,TRUE,100,0
32908,3.24,5,,1,Astapor,21/5/2014,Android,21/1/2014,0,0,TRUE,100,1
32909,3.36,5,5,1,King's Landing,1/12/2014,iPhone,1/11/2014,0,1,FALSE,0,0
32910,7,5,,1,King's Landing,25/6/2014,iPhone,25/1/2014,0,1,TRUE,66.7,0
32911,4.23,5,,1.13,Astapor,4/12/2014,iPhone,17/1/2014,50,0,FALSE,0,0
32912,8.52,5,4.3,1,King's Landing,21/6/2014,iPhone,16/1/2014,0,2,TRUE,33.3,0
32913,1.73,5,5,1,Astapor,4/6/2014,iPhone,16/1/2014,0,0,TRUE,0,0
32914,1.64,4.9,4.7,1.04,King's Landing,26/6/2014,iPhone,29/1/2014,14.3,0,TRUE,85.7,0
32915,5.41,4.8,5,1.11,King's Landing,29/6/2014,iPhone,1/3/2014,12.2,0,TRUE,87.8,0
32916,1.92,4.7,4.5,1.13,Astapor,29/6/2014,iPhone,1/3/2014,15.8,5,FALSE,47.4,0
32917,2.92,5,5,1.67,King's Landing,6/11/2014,iPhone,18/1/2014,100,0,TRUE,100,0
32918,2.65,5,4.5,1,Astapor,5/11/2014,iPhone,25/1/2014,0,0,FALSE,80,0
32919,3.35,4.5,4.1,1,Winterfell,25/5/2014,iPhone,1/1/2014,0,4,FALSE,68.8,1
32920,1.61,4.8,4,1,King's Landing,30/6/2014,iPhone,17/1/2014,0,2,FALSE,0,0
32921,3.99,4.4,4.8,1,Winterfell,27/5/2014,iPhone,1/3/2014,0,1,FALSE,100,1
32922,2.61,4.9,4.9,1,Astapor,28/6/2014,iPhone,30/1/2014,0,1,TRUE,58.8,0
32923,4.16,5,5,1,Winterfell,1/12/2014,iPhone,1/11/2014,0,1,FALSE,0,0
32924,6.16,4.9,4.9,1.13,Astapor,27/1/2014,iPhone,14/1/2014,15.8,19,FALSE,68.4,1
32925,13.67,5,,1.25,Astapor,13/4/2014,Android,1/11/2014,100,0,FALSE,0,1
32926,1.65,4.8,4.3,1.04,Winterfell,30/6/2014,iPhone,30/1/2014,4.3,3,FALSE,78.3,0
32927,3.26,4.9,4.8,1,Winterfell,14/6/2014,iPhone,1/6/2014,0,0,FALSE,75,0
32928,4.86,4.4,3.5,1.16,Winterfell,30/6/2014,iPhone,14/1/2014,16.7,11,TRUE,87.5,0
32929,4.83,5,4.7,1,King's Landing,24/6/2014,iPhone,1/6/2014,0,2,TRUE,90,0
32930,1.55,4,5,1,Winterfell,1/4/2014,iPhone,1/3/2014,0,1,FALSE,100,1
32931,14.5,5,5,1,King's Landing,15/5/2014,Android,1/10/2014,0,0,TRUE,100,1
32932,10.56,5,,1,King's Landing,21/6/2014,Android,1/8/2014,0,1,TRUE,100,0
32933,4.04,4.6,4.7,1.11,Astapor,29/5/2014,iPhone,19/1/2014,11.1,3,FALSE,55.6,1
32934,11.89,5,5,1,Astapor,22/1/2014,Android,1/3/2014,0,1,FALSE,100,1
32935,7.38,4.4,4.2,1,Astapor,7/1/2014,Android,31/1/2014,0,0,TRUE,60,1
32936,5.2,5,5,1,King's Landing,14/6/2014,iPhone,26/1/2014,0,0,TRUE,100,0
32937,18.55,5,,1,Winterfell,17/4/2014,iPhone,18/1/2014,0,0,TRUE,100,1
32938,1.53,5,,1,Winterfell,25/1/2014,Android,24/1/2014,0,1,FALSE,100,1
32939,1.9,4.9,4.6,1.17,Astapor,29/6/2014,iPhone,18/1/2014,16.7,4,FALSE,27.8,0
32940,6.38,4.6,4.5,1.05,Winterfell,30/6/2014,iPhone,30/1/2014,14.3,0,TRUE,28.6,0
32941,4.77,5,4.3,1,King's Landing,6/9/2014,iPhone,28/1/2014,0,3,TRUE,100,0
32942,2.02,5,4.3,1.05,Winterfell,3/6/2014,iPhone,1/4/2014,8,17,FALSE,88,0
32943,22.81,5,4,1,Winterfell,13/6/2014,iPhone,23/1/2014,0,0,TRUE,100,0
32944,4.95,4,4,1.25,Astapor,17/1/2014,iPhone,16/1/2014,100,1,FALSE,100,1
32945,5.64,4.7,3,1.11,Winterfell,6/12/2014,iPhone,1/7/2014,14.3,1,TRUE,71.4,0
32946,15.11,5,5,1,Winterfell,17/1/2014,Android,15/1/2014,0,1,FALSE,100,1
32947,6.75,4.2,2.7,1,King's Landing,14/6/2014,iPhone,31/1/2014,0,2,FALSE,25,0
32948,4.11,4.5,4.3,1.16,Winterfell,5/10/2014,Android,1/12/2014,9.1,2,TRUE,18.2,0
32949,3.61,5,4,1,Winterfell,18/5/2014,iPhone,1/11/2014,0,5,FALSE,20,1
32950,3.11,4.8,4.1,1.02,Astapor,30/5/2014,Android,1/6/2014,7.7,1,FALSE,100,1
32951,2.23,4.9,5,1.12,Astapor,6/1/2014,iPhone,28/1/2014,15.4,0,FALSE,53.8,1
32952,0.99,5,4.5,1,Astapor,6/2/2014,iPhone,1/7/2014,0,1,FALSE,100,1
32953,6.84,5,,1,Astapor,18/5/2014,iPhone,1/7/2014,0,0,FALSE,0,1
32954,2.4,4.7,4.6,1.17,King's Landing,28/5/2014,iPhone,28/1/2014,20,3,FALSE,66.7,1
32955,1.61,5,5,1,Astapor,14/3/2014,Android,29/1/2014,0,0,FALSE,100,1
